Elevation,Aspect,Slope,Type
2764,293,26,2
2944,352,14,2
2619,36,6,2
3161,43,12,1
2730,8,16,1
2676,89,12,2
2829,57,22,2
2898,339,13,2
3157,353,10,2
3093,16,8,1
2998,128,8,2
3040,89,11,1
2898,303,17,2
2830,49,5,1
2869,41,18,2
2603,15,17,2
2963,16,18,2
2966,1,16,2
3209,315,18,1
2875,92,16,2
3565,58,24,1
3046,18,18,1
2853,163,22,2
3198,283,17,1
3121,200,5,1
3178,323,14,1
2840,23,14,1
3299,280,18,1
3316,275,19,1
2740,8,13,2
3168,34,7,1
3001,321,12,1
2916,59,4,2
2822,311,5,2
2972,210,9,2
3077,121,4,2
3081,24,16,2
2554,54,13,2
2995,50,12,1
2972,288,18,2
2934,69,10,2
2725,10,18,2
2739,357,8,2
2563,8,20,2
3166,160,10,1
3107,279,14,1
2837,24,18,1
2749,59,11,2
3023,55,13,1
3128,57,29,1
3040,21,3,1
2821,193,17,2
3166,114,5,2
3318,278,10,1
3093,292,11,1
3024,59,1,1
3151,48,24,1
3325,126,19,1
3219,270,4,2
3097,208,22,2
3025,326,3,1
3036,120,9,2
3042,27,14,1
2978,72,14,1
2701,201,11,2
2909,263,6,2
3013,265,24,2
2983,47,9,2
2954,286,10,2
3199,74,18,1
3175,146,5,2
3197,10,15,1
2932,284,28,1
2747,9,6,2
2615,10,19,2
3073,56,5,1
2807,74,23,2
3195,36,18,1
3049,326,10,1
3231,303,8,1
3324,209,13,1
3228,132,28,2
2886,111,18,2
3189,249,3,2
2811,2,6,2
2911,53,19,2
3245,90,2,1
3035,293,14,1
3094,315,22,1
3067,4,7,1
2939,350,10,1
3055,11,15,2
2993,251,16,2
2957,333,11,1
2776,17,13,2
2804,72,8,2
2834,72,6,2
2853,315,23,1
2897,132,14,2
2995,241,28,2
2900,208,29,2
3079,112,15,1
2915,110,20,2
3178,93,14,1
3157,93,5,2
2949,77,13,2
3218,90,12,1
3180,58,15,1
3010,214,3,2
3122,253,18,2
3169,149,18,1
2790,54,10,2
3114,318,14,2
3283,137,16,2
3120,22,5,1
3142,218,11,2
2885,323,16,1
2916,84,17,2
3124,5,18,2
3172,18,12,1
2782,286,4,2
2662,155,22,2
2801,314,15,2
2926,326,14,1
2688,43,13,2
3284,351,10,1
2869,54,12,2
2763,306,11,2
3104,315,6,2
3212,214,21,2
3265,227,16,1
3014,152,6,2
2890,326,10,1
3003,6,12,1
2622,342,23,2
2528,343,38,2
3126,345,8,2
3089,24,5,2
3231,153,11,2
3155,294,12,2
3193,50,11,1
3317,230,16,1
2928,73,15,2
2834,90,18,2
2661,62,25,2
2650,113,7,2
3188,78,10,1
2782,231,26,2
3061,46,17,1
3334,234,20,1
3205,19,25,1
2773,44,16,1
3285,327,23,2
3131,354,4,1
3237,314,26,1
2947,8,10,1
2826,50,7,2
3215,165,11,2
3190,88,27,1
3022,135,8,1
2919,3,14,2
3115,252,2,1
2517,192,27,2
3020,62,17,2
3270,0,0,1
2975,75,17,1
2674,99,5,2
3244,129,24,2
3209,118,17,1
2495,122,16,2
3013,10,21,2
2903,18,10,2
2866,65,8,2
3126,65,21,2
2871,110,21,2
3214,249,4,1
3368,75,3,1
3474,108,13,1
2945,145,4,1
2959,107,11,2
3086,12,15,1
3229,188,16,2
2988,342,12,2
3198,39,15,1
2798,40,7,1
2606,307,12,2
3016,149,1,2
2877,354,9,1
3088,226,16,2
2953,245,26,2
3051,153,19,2
2836,107,11,2
3299,213,23,1
3146,4,12,1
2515,107,7,2
3202,45,26,1
3155,259,28,1
2944,130,8,2
2596,343,13,2
2701,339,22,2
3172,108,5,1
2988,313,11,2
3041,99,26,2
2902,242,13,2
3133,287,7,2
3183,177,5,2
2796,329,19,2
2869,97,21,2
2844,51,9,2
3168,309,10,1
3043,121,16,2
3086,303,20,1
2997,73,17,2
3426,47,12,1
2559,312,7,2
3377,202,19,1
2857,66,18,2
2842,244,23,2
2976,187,28,2
2915,45,10,1
3004,72,2,2
3095,37,21,1
3130,358,11,1
2808,324,19,2
3008,60,5,2
2914,274,26,2
3160,354,15,1
2896,340,25,2
3355,238,12,1
3245,41,10,1
2850,152,9,2
2735,122,3,2
3041,164,11,2
3248,280,8,2
3090,148,10,1
2928,301,14,2
2860,72,5,2
3100,109,12,2
2794,76,9,2
3357,313,8,1
3238,320,4,1
2988,45,3,2
2741,77,13,2
3050,117,6,1
3205,115,11,1
2290,14,17,2
3092,137,19,1
2765,215,22,2
3279,96,14,2
2851,311,10,2
2968,232,15,2
3067,203,5,2
3304,225,3,1
2848,192,19,2
3127,351,8,2
3125,352,10,2
3227,318,19,1
2886,246,27,2
3070,319,9,1
3308,255,16,2
2710,303,7,2
2919,345,5,2
3050,241,7,2
2733,144,18,2
2978,37,14,2
3025,181,20,2
3146,312,6,2
3045,43,8,2
3001,4,10,1
3043,259,14,2
3208,36,22,1
2939,166,9,2
3122,337,12,1
2981,178,16,2
2644,346,26,2
3073,221,16,2
2854,31,11,2
3203,228,21,1
2969,349,7,2
3189,343,5,2
2964,68,13,1
3251,327,16,2
3361,74,14,1
3234,182,9,1
2598,43,24,2
3177,208,16,2
2930,87,32,1
3172,89,17,1
3240,224,18,2
3273,214,19,2
3116,158,12,1
2804,34,13,1
2493,45,8,2
3182,149,13,2
2801,47,10,2
3031,334,12,2
3134,272,8,1
2929,63,15,2
3075,39,9,1
3096,293,7,1
3069,36,20,1
3119,80,14,1
2913,191,4,1
3057,36,12,2
2655,23,26,2
2912,279,11,2
2725,136,17,2
3227,312,6,2
3376,309,18,2
2653,245,12,2
3127,326,14,1
2983,323,12,2
3018,20,5,2
3289,141,3,1
2897,52,10,2
2965,152,11,2
3113,214,7,1
2933,24,9,1
3001,199,12,1
2753,193,18,2
3093,39,12,1
3195,162,10,2
3006,88,27,1
2765,56,26,2
3083,50,18,2
2842,181,10,2
3064,18,16,1
2883,222,6,2
3033,137,13,2
2759,55,8,2
3183,36,10,2
3018,85,8,1
3041,83,11,2
2614,345,10,2
3064,11,13,2
3046,315,5,1
3129,3,16,1
2888,67,13,1
3195,96,12,2
3109,315,14,1
2885,240,4,2
3126,295,10,2
2815,25,21,2
2693,351,9,2
3236,315,1,1
3031,173,12,1
2842,24,16,2
2779,67,10,2
2911,21,8,2
3076,255,17,1
3183,155,21,1
3038,298,26,2
2927,301,22,1
3229,264,9,1
2980,188,10,1
2850,69,23,2
2865,6,16,2
3183,245,5,2
2860,247,2,2
3086,174,15,2
3256,67,9,1
3354,92,7,1
2855,18,18,2
3266,81,9,1
2974,39,22,2
2735,57,7,2
3228,304,11,1
2973,295,25,1
3063,177,20,2
3244,152,10,1
2863,17,5,2
3242,101,11,2
2962,140,12,2
2926,19,11,2
3128,167,9,2
3291,60,25,1
3037,289,17,1
2633,57,17,2
3228,202,10,2
2673,114,14,2
2954,60,8,2
2570,136,17,2
2712,53,11,2
2860,10,24,2
3249,340,12,1
3229,222,14,1
3198,0,13,1
2759,348,10,2
3243,25,14,1
3158,339,9,1
2734,359,19,1
3274,318,7,1
3047,130,16,2
2964,330,5,2
3244,295,15,2
3206,236,17,2
2599,48,6,2
3056,91,15,1
2982,70,8,2
2851,41,13,1
2778,95,13,2
3323,186,15,2
3456,100,14,1
3009,44,17,1
3298,318,20,1
3154,270,7,1
3197,106,7,1
2809,89,30,2
3146,313,10,1
2675,277,18,2
2742,17,13,2
3061,273,16,2
3098,295,16,1
3321,62,27,1
3280,114,14,1
2738,336,15,2
2598,46,15,2
3185,45,8,1
2740,308,36,2
2900,299,8,2
3072,26,14,1
3279,15,7,1
2899,314,27,2
3041,194,4,2
3348,8,26,1
2628,10,18,2
3144,38,8,1
3326,103,9,1
2678,191,28,2
2533,24,18,2
2906,0,13,2
3062,313,31,1
3301,121,17,1
3260,322,8,1
2942,229,13,2
2801,60,11,2
3165,318,7,2
3139,111,6,1
3526,35,15,1
3081,326,3,1
3090,357,24,2
2680,71,11,2
3281,45,15,1
2867,50,12,2
3218,92,6,1
3030,25,11,2
2903,18,2,2
2960,22,11,1
3351,279,8,1
2644,38,25,2
3017,71,19,1
2932,157,13,2
3382,129,9,1
2812,36,13,1
2782,324,4,2
2883,167,12,2
3105,15,23,1
2808,77,15,2
2942,45,10,1
3115,200,24,1
3060,302,10,1
2912,52,3,2
2676,203,20,2
2779,105,13,2
3217,97,4,1
2883,43,19,2
2656,117,11,2
3076,232,8,2
3209,158,17,2
3129,342,24,1
2711,165,11,2
3164,68,11,1
3168,45,6,1
3055,60,8,1
3194,108,19,1
2630,80,25,2
2991,83,25,2
2900,317,18,2
2652,68,15,2
3011,0,6,2
3244,335,13,1
3246,351,5,1
3041,65,21,1
2801,356,20,2
3148,146,7,2
3414,321,6,1
3106,107,17,2
3149,101,11,1
3076,185,15,2
3066,104,18,2
2830,24,13,2
3073,299,10,1
2819,229,14,2
3014,107,13,1
2804,48,12,2
3113,358,6,1
2912,101,5,2
2900,135,0,2
2714,341,18,2
3246,133,20,1
2967,101,11,2
3106,40,8,1
2879,327,25,2
2807,316,17,2
3177,259,8,2
2960,307,19,2
2763,243,19,2
3284,50,18,1
3092,2,8,2
2955,152,5,2
3061,197,13,2
3224,270,10,1
3054,150,19,2
2697,134,15,2
2867,328,17,2
2775,83,16,2
2922,227,10,2
3172,132,14,2
3175,299,7,2
3159,340,19,1
3081,358,7,1
3277,181,13,1
3116,204,8,2
3393,179,12,1
2779,58,7,2
3219,56,14,2
3132,196,11,1
3012,243,13,1
2815,196,6,2
3176,64,7,1
3124,214,14,2
2901,268,6,2
3137,328,9,1
3183,345,15,1
2716,10,10,2
2929,20,7,2
2887,188,14,2
2972,79,7,1
3187,297,5,1
3270,90,17,2
2878,183,17,2
2695,86,12,2
3041,352,7,2
3431,153,7,2
3051,82,14,1
2982,229,13,2
3268,42,14,1
3183,3,16,1
2967,100,9,1
3239,264,6,2
2784,319,17,1
2875,17,30,2
2847,59,15,2
2928,30,8,1
3054,40,20,1
3011,258,15,2
2722,306,12,2
3111,16,14,2
2979,114,20,1
3303,16,3,1
3219,281,4,2
2587,97,4,2
3175,210,8,2
2949,101,8,2
2555,23,16,1
3188,135,8,2
2710,7,6,2
3349,0,16,1
2853,219,20,2
2959,108,12,2
3242,40,13,1
2781,81,6,1
2694,13,16,2
3071,49,10,2
2700,314,20,2
3536,69,4,1
3071,62,5,2
3211,262,5,2
2910,19,11,2
3155,49,14,1
2873,141,23,2
3280,256,2,1
3312,264,19,2
3321,85,13,2
3061,234,13,2
3077,129,3,2
3120,224,21,2
2984,204,19,2
3238,164,19,1
3258,344,10,1
3034,135,20,2
3120,339,13,1
3137,53,9,1
3113,307,10,1
2952,106,25,2
2863,4,3,2
2899,274,7,2
3263,29,7,1
2850,207,20,2
3121,193,33,2
3021,342,19,2
3081,143,9,1
3174,153,20,2
3182,347,3,1
3162,135,6,1
3001,124,9,2
2985,180,17,1
3132,332,17,1
3254,192,14,2
3205,68,22,1
2877,38,17,1
2808,82,3,1
3115,68,19,1
3065,342,12,1
3359,176,13,1
2978,50,11,2
3207,13,12,2
3018,67,12,2
3283,320,11,2
3011,122,4,2
3014,280,18,1
2714,42,6,2
2772,261,34,2
3123,68,13,1
2861,308,15,2
2798,355,18,2
3090,313,10,2
2989,168,12,2
2727,62,9,2
2995,32,12,2
3244,73,13,1
2702,14,13,2
3168,45,1,1
2789,135,4,1
3138,0,2,1
2950,183,17,2
3338,354,11,1
3287,89,11,1
3059,144,8,1
2768,350,16,1
2812,335,10,2
2737,100,5,2
3016,100,12,2
3147,324,24,1
3296,29,11,2
2962,33,23,2
2988,36,6,2
3251,129,3,2
3072,2,7,1
3065,252,9,2
3439,225,3,1
3147,9,6,1
3001,213,17,2
3168,16,8,1
2981,275,13,1
3250,38,3,1
3073,52,11,2
2930,16,12,1
3005,77,23,1
3024,61,7,1
2728,13,13,2
3264,315,12,1
2857,57,13,2
3189,5,21,2
3029,195,27,2
3126,261,13,1
2926,84,9,1
2661,285,14,2
3088,318,6,1
2733,60,4,2
3249,180,5,1
2955,162,9,2
3213,163,6,2
2700,79,17,2
3021,346,12,1
2897,28,26,2
2682,25,5,2
2509,70,10,2
2746,29,2,2
3235,337,13,1
3188,37,17,1
2803,158,14,2
3136,46,15,2
3211,69,8,2
3285,313,9,1
3321,184,15,1
3265,179,22,2
2916,67,10,2
2795,280,4,2
3180,84,14,2
3024,289,13,2
2705,352,17,2
2967,82,22,2
2695,68,10,2
3132,126,13,2
2929,117,17,2
2995,90,15,2
3149,336,17,2
2786,45,8,2
2733,43,16,2
3113,342,10,2
2923,57,7,2
2900,123,22,2
2755,321,15,2
3123,32,15,2
3229,186,10,1
2644,119,15,2
3264,210,21,2
2776,131,20,2
3285,295,20,1
3186,102,15,1
2724,45,5,2
3327,198,12,2
2755,16,17,1
2589,121,6,2
3301,14,8,1
2781,341,9,2
3220,72,22,1
3228,13,18,1
2831,115,26,2
3352,165,29,1
3011,124,14,1
3114,4,3,2
3322,276,28,1
2609,330,4,2
3119,225,13,1
2727,49,9,1
3056,328,13,1
2636,118,36,2
3338,249,18,1
2900,117,24,1
2832,301,27,2
3037,334,10,2
3372,190,16,1
2995,247,16,2
3094,20,15,1
2971,26,8,2
3138,96,35,2
3056,320,4,2
2874,183,16,2
3152,114,18,1
2985,299,12,1
3144,45,9,1
3248,158,24,2
2837,135,2,2
2942,268,21,2
2866,261,17,1
2777,45,17,2
2986,40,24,2
2995,170,8,2
3131,39,17,1
3170,120,7,2
3150,24,24,1
3046,142,22,2
2975,37,5,2
3192,95,13,2
2943,338,13,2
2616,74,14,2
3261,159,18,1
3101,86,17,2
2844,98,16,2
3130,241,9,2
3091,117,12,1
3063,296,16,2
3158,139,20,2
2845,24,6,2
3059,113,5,2
2700,41,10,2
2909,0,9,1
3250,11,15,2
3015,22,18,1
3097,338,11,1
2932,233,17,2
2785,239,37,2
3006,149,7,2
3097,236,11,2
2938,299,20,2
3312,100,15,1
2676,13,13,2
3062,357,9,2
2832,18,14,2
2825,23,12,2
3241,138,17,1
2731,54,10,2
2840,110,6,2
3150,317,23,1
2969,180,2,1
3212,156,19,1
2892,153,10,2
3001,257,32,2
3086,117,10,2
3388,87,17,1
2972,135,3,2
3132,181,11,1
3405,275,25,1
3268,319,4,1
3077,324,10,2
3173,352,24,1
2982,104,15,1
3108,199,9,2
3165,235,34,1
3063,25,21,1
3165,67,8,1
3298,351,7,1
2879,35,15,2
3108,54,22,1
2795,356,16,1
2908,30,9,1
3009,98,12,2
2984,79,15,2
2740,45,14,1
3081,288,12,2
3254,85,11,1
2847,317,24,2
2788,301,3,1
2792,73,31,2
2901,33,11,1
2932,321,20,2
2910,14,20,2
2558,357,20,2
2829,72,11,2
3210,237,18,2
2813,349,11,2
2917,284,18,2
3036,342,9,1
3044,271,19,1
2827,353,18,2
2865,47,17,2
2809,327,18,2
3262,192,6,1
2819,63,19,2
2799,225,24,2
2982,135,11,2
2930,100,8,2
2963,216,17,2
3004,38,15,1
2841,138,14,2
2549,152,15,2
2824,229,23,2
3210,60,5,1
3247,0,1,1
3145,305,13,1
2748,162,14,2
3305,140,21,2
3018,132,6,2
2959,300,5,2
3254,122,10,1
2783,90,29,2
2876,267,36,2
3192,66,10,2
3287,349,18,2
3230,257,6,1
3038,60,7,2
2684,37,9,2
2987,119,26,2
3161,73,15,1
3168,48,22,2
2689,34,20,2
3211,273,15,1
2615,64,12,2
3291,80,24,1
2927,147,12,2
3016,86,7,1
3069,34,3,2
2933,329,24,2
3339,325,10,1
2960,313,8,2
2918,67,13,1
2984,116,28,2
3070,66,8,2
3310,209,20,2
2795,47,10,2
3220,41,18,1
2686,210,20,1
3108,41,10,1
3029,139,15,2
3093,75,11,2
2772,344,16,2
2842,15,3,2
2291,315,29,2
3348,203,13,1
3110,26,27,1
3146,57,16,1
3021,127,24,2
3129,219,12,2
3167,79,20,1
3207,38,9,1
3194,293,23,2
3154,239,10,2
2909,47,8,2
3106,315,11,1
3139,72,6,1
2801,342,10,2
3051,306,10,2
3225,293,13,1
3111,25,14,1
3213,25,4,1
3124,9,16,2
3096,304,20,1
3247,0,6,1
3040,221,16,2
2636,14,14,2
3177,254,10,2
3047,98,14,2
2722,66,5,2
3240,205,29,1
3017,99,7,2
2754,345,11,1
2987,81,24,2
3037,0,11,1
2867,79,11,2
3227,112,7,2
2998,227,11,2
3140,93,18,1
3146,52,13,1
2680,303,31,2
2479,333,29,2
3000,8,7,1
3207,49,31,1
2893,319,20,2
3085,90,6,2
3043,47,12,1
3031,45,13,1
2731,72,21,2
2788,0,1,1
3134,207,10,2
2956,63,15,2
2829,19,16,2
3149,32,9,1
2976,326,15,1
2604,141,6,1
3078,152,5,1
3051,240,13,1
3356,274,3,1
3301,185,20,1
3353,332,16,2
3018,142,17,2
2900,340,6,1
3286,94,18,1
3225,249,13,1
3026,285,15,1
2953,110,24,2
2949,11,4,1
2919,155,16,2
3307,238,6,2
2749,104,12,2
2633,66,15,1
3241,198,15,2
3122,239,26,2
3333,338,31,1
2718,131,5,2
2562,326,2,2
3226,277,16,2
2990,342,21,1
3236,358,5,1
3260,101,12,2
3350,310,14,1
3152,182,19,1
2829,251,27,2
3028,68,5,1
3022,39,21,2
3022,1,13,1
3174,295,12,2
3183,40,7,1
2878,37,9,2
2680,281,38,2
3237,33,11,2
3308,351,16,1
3000,299,12,2
2600,75,13,2
3205,283,20,1
3112,108,14,2
3215,117,10,2
2894,129,9,2
3194,186,15,2
3312,110,18,1
2755,196,33,2
3163,119,8,1
2860,146,5,2
3275,319,14,1
3011,323,14,2
3327,94,20,1
3116,0,8,1
3014,73,28,2
3217,305,8,1
3305,297,2,1
3121,133,10,1
3208,0,4,1
3075,88,15,1
3235,0,12,1
2577,63,4,1
2765,338,9,2
2898,310,16,2
2734,28,9,2
3161,337,10,1
3170,140,16,1
3027,87,16,2
3146,72,16,1
3010,281,11,1
3155,21,12,1
3414,9,11,1
3282,119,12,1
3042,287,13,2
2952,319,33,1
2813,335,22,2
2991,201,11,2
3213,45,7,1
2947,223,9,2
3178,32,12,2
3305,86,14,1
2954,61,13,1
3360,328,25,1
2725,199,11,2
2942,0,13,1
2968,157,4,2
2856,57,35,2
3111,97,17,1
2944,268,12,2
3139,353,20,1
2841,166,15,2
2868,56,16,2
2853,36,28,2
2911,34,15,2
3146,227,8,1
2848,30,20,2
3307,276,16,1
3041,138,14,2
3247,95,14,2
3286,346,4,2
3036,170,4,2
3118,77,8,1
3274,312,23,1
3273,61,12,1
2906,185,19,2
3272,102,9,1
2834,12,8,1
2768,54,8,2
3027,189,15,2
2872,346,12,2
2932,90,12,1
2834,11,15,2
2853,182,9,2
3273,122,10,1
2936,45,13,2
2906,0,1,2
3270,263,13,1
3119,56,9,1
3153,62,6,2
3088,45,5,2
2987,327,17,1
2791,57,13,2
3122,281,20,2
2852,61,15,2
2638,61,11,2
3077,262,14,1
3100,87,13,1
2973,243,7,2
3147,180,11,2
2688,108,10,2
3096,116,15,1
3140,117,2,1
3211,43,11,1
2620,62,22,2
2888,135,2,2
3089,27,6,1
2842,0,4,2
2764,315,10,2
3149,116,9,1
2880,118,10,2
2927,133,11,2
3226,180,1,1
3201,267,13,1
3155,196,23,1
3152,48,13,1
2832,150,19,2
3012,319,15,2
2917,236,11,2
3142,118,11,1
3287,27,13,1
3311,87,16,2
3037,326,14,2
3066,66,18,2
2826,283,5,1
3008,103,8,1
2945,71,10,2
2959,168,8,2
3065,89,9,2
3118,307,17,1
3083,150,24,2
3112,306,17,1
3127,332,14,1
3260,212,17,2
2963,45,13,1
3167,350,16,1
2926,304,5,2
2815,352,21,1
2956,358,22,2
2469,6,5,2
3070,59,12,2
3257,315,3,1
2958,24,11,1
2909,176,15,2
2875,117,3,2
3331,279,20,1
2777,268,22,2
3242,262,5,1
2548,54,21,2
3210,37,17,1
3319,90,8,2
3157,231,10,2
2675,209,23,2
2876,108,19,2
2865,13,11,2
2855,351,6,2
3028,84,7,2
2509,318,13,2
2968,145,6,1
2860,276,33,2
3080,5,11,1
3009,27,4,1
2822,84,11,2
3006,291,3,1
2949,223,9,1
2807,62,7,2
2764,195,8,2
3246,40,12,1
2702,90,1,2
3365,286,9,1
3037,34,5,1
2965,61,23,1
2919,206,11,2
2891,200,19,2
3154,86,29,1
3103,320,12,2
2932,241,15,2
2913,72,21,2
3168,292,18,1
3268,214,3,1
2980,338,13,1
3142,312,7,1
2778,295,11,2
2569,338,5,1
2683,127,11,2
3194,1,11,2
3390,296,10,1
3042,124,7,2
3245,356,13,1
2985,309,9,2
3050,28,22,1
2557,341,14,2
2818,67,10,2
3202,248,23,1
3221,225,2,1
3293,166,15,2
3012,172,2,2
2511,111,14,2
2725,330,10,1
2933,337,14,2
2832,211,15,2
3052,116,8,1
3272,315,6,1
2609,75,16,2
3169,22,19,1
2874,202,25,1
3381,175,10,2
2733,110,12,2
2909,124,12,2
2971,75,20,1
2960,106,3,2
3223,233,14,2
2845,161,23,2
2890,59,27,2
3208,40,4,1
3230,122,14,1
2778,47,27,2
2645,72,2,2
2977,201,11,2
2969,3,14,2
2942,315,1,2
2725,204,5,2
3233,190,32,2
3197,55,20,2
3291,58,3,1
3157,18,17,1
3265,90,1,1
2832,154,9,2
3323,345,11,1
3013,139,9,1
3290,188,18,1
2662,178,30,2
3100,111,8,1
3190,307,18,1
2961,64,7,2
2895,357,13,1
2762,166,9,2
3335,66,19,1
2940,230,21,2
3091,84,4,1
3141,140,11,2
2927,304,3,2
2893,123,14,2
2628,194,17,1
2956,37,5,2
3034,42,19,2
3038,32,12,1
2963,118,19,2
2816,85,14,2
2972,354,12,2
2904,145,17,2
3281,279,9,1
2909,150,22,2
2865,220,19,2
3074,241,6,1
2981,112,13,2
3014,89,12,2
2936,21,18,2
2871,324,10,2
2822,156,9,2
3002,222,27,2
2586,25,14,2
3467,87,24,1
2947,91,16,1
2959,272,11,2
2797,94,41,2
2850,324,7,2
3241,108,3,1
2623,31,11,2
2912,74,3,2
3218,352,13,1
3165,354,23,1
2655,80,18,2
2818,10,13,2
2774,175,15,2
3170,317,8,1
3148,176,6,1
2863,27,16,1
3184,20,15,1
3272,41,10,1
2569,197,28,2
3159,322,20,1
3300,73,33,1
3184,54,7,1
3055,8,5,1
3137,309,17,1
3260,15,21,1
2847,295,10,1
3052,113,21,1
3278,328,9,2
3011,95,9,2
3045,315,9,2
2962,13,8,1
2643,51,18,2
2926,5,9,2
3312,113,14,1
2928,96,18,2
3096,23,12,1
3597,119,22,1
3327,115,12,1
3015,235,26,2
2997,69,11,1
3104,147,12,1
2530,149,6,2
3096,305,15,2
2836,359,16,1
2775,355,5,2
2975,73,5,2
3277,191,19,1
2687,21,15,2
3126,319,14,1
3082,87,4,1
2540,334,23,2
2891,41,5,2
3118,2,8,1
3103,219,16,2
2822,54,2,2
3218,39,3,1
2824,84,9,2
3203,222,7,2
2875,121,7,2
2960,20,14,1
2936,68,9,2
3044,23,5,1
3378,69,8,1
2975,159,6,2
3000,265,22,1
3112,186,12,2
3368,86,8,1
3220,281,4,2
2825,122,15,2
2942,132,11,2
2815,88,18,2
3060,30,9,1
3205,186,27,1
2791,108,5,2
3223,266,8,2
3224,35,13,2
3231,299,18,1
3159,311,5,1
3034,34,22,1
2919,344,8,1
2616,350,16,2
3024,201,14,2
3215,253,8,1
3064,323,16,2
3298,280,24,1
3060,173,11,2
2954,305,11,2
3245,37,7,1
3028,178,14,2
2545,141,12,2
2886,55,11,2
2872,128,12,2
2871,62,21,2
2929,64,17,2
2876,347,4,2
3056,22,3,1
3239,298,10,1
3391,162,16,1
3103,331,17,1
3041,135,2,2
3098,58,25,1
2760,95,6,2
2914,74,23,1
2725,345,23,2
2705,11,15,2
2968,72,2,2
3217,56,5,1
2971,340,15,2
3118,281,16,1
2948,193,16,2
3008,163,8,2
3343,110,13,1
3126,348,20,2
2936,323,9,2
3162,22,11,1
3112,116,39,1
3349,114,10,2
2823,222,21,2
2554,87,9,2
2667,339,36,2
3326,106,10,2
2997,320,4,2
3100,67,6,1
3455,113,15,1
2952,281,5,2
3291,300,13,1
2625,190,30,2
3123,59,7,1
2855,125,22,2
3205,30,9,1
3278,335,15,1
2697,145,31,2
2611,201,19,2
3081,22,25,1
2878,130,22,2
2942,258,14,2
3178,165,7,2
3196,225,3,1
3279,311,9,1
3159,144,13,2
3563,29,17,1
3244,6,9,2
3285,270,14,1
2790,51,6,2
2761,7,14,2
3031,117,6,1
3110,312,17,2
3034,12,9,2
2978,85,18,2
3090,307,14,1
2921,102,6,1
2910,331,13,2
3108,108,8,1
3070,159,22,2
2711,215,18,2
2914,57,38,2
3240,262,7,1
3194,156,16,2
2830,83,11,2
2870,225,8,2
3116,9,10,1
3126,80,14,2
2995,230,12,2
3192,108,17,1
3015,63,5,2
2767,79,31,2
3049,72,3,2
3292,25,10,1
2932,222,12,2
3092,14,4,1
3072,26,11,1
3043,17,13,2
3044,124,14,2
2908,291,28,1
3024,181,16,2
3439,201,14,1
3052,147,13,1
3095,90,0,2
3070,135,10,2
2839,180,9,2
3128,308,8,1
2771,157,14,2
3121,73,12,2
3138,333,8,1
3255,23,7,1
2878,329,18,2
3181,320,20,2
3091,45,17,1
3034,214,5,1
2990,335,7,2
3035,131,9,1
2980,237,29,2
3383,13,21,1
2745,3,16,2
2803,149,13,2
2669,53,5,2
3241,6,16,2
3096,87,5,1
3166,325,11,1
3079,307,20,1
3202,43,11,2
3133,205,17,1
3122,173,22,2
2602,344,9,2
3115,317,12,2
3120,64,21,2
2887,87,4,1
3013,113,14,1
3156,135,4,1
3228,327,17,2
3516,29,16,1
3197,20,13,1
2610,184,28,2
3387,48,13,1
2729,13,16,1
2693,99,15,2
3214,225,12,1
2937,62,6,2
3254,123,19,1
3166,286,16,2
2975,88,11,1
2767,126,4,1
3023,199,9,2
2897,29,11,2
2963,12,15,2
2952,235,22,2
3071,130,20,2
3265,113,16,2
2940,76,18,2
2924,332,7,2
2626,126,33,2
2725,148,6,2
2899,0,11,2
3094,42,19,2
2955,294,17,2
3098,355,15,1
3167,356,21,1
3085,247,13,2
3137,100,18,2
2554,144,18,2
2952,270,9,2
3370,290,23,2
3348,129,16,1
3004,215,4,2
3215,110,22,2
2976,92,12,2
3300,152,19,1
3275,352,11,1
3080,58,8,1
3191,23,14,1
2775,165,10,2
2975,184,14,1
3118,325,27,1
3126,50,8,1
3076,154,20,2
3325,191,21,1
2975,189,10,2
2607,79,9,2
2971,51,3,2
2990,32,22,2
2911,19,10,2
2991,152,8,2
3512,40,18,1
3032,175,14,1
3264,180,5,1
2935,48,18,2
2948,6,17,2
3085,23,7,1
2827,54,8,2
3080,106,15,1
3243,180,9,1
3015,315,3,2
2776,18,22,2
2899,152,9,2
2959,311,18,2
3240,0,5,1
3197,81,3,1
3055,277,18,1
3303,346,12,1
3013,214,11,2
3309,297,13,1
3147,122,13,1
3084,333,3,1
3250,79,15,2
3023,114,8,2
2849,138,13,2
2968,350,12,2
2893,47,30,2
2942,314,20,2
2953,137,11,2
2535,135,1,2
3194,46,13,1
2695,20,13,2
2962,311,15,1
2847,49,13,1
2946,3,21,1
2802,26,8,2
2966,159,11,1
3240,31,11,1
3135,296,15,1
2941,27,6,1
2814,19,11,2
2831,11,2,2
2988,153,15,2
2877,177,23,2
3193,36,33,1
2880,33,7,1
3134,157,10,2
2899,28,10,2
3177,45,9,1
2991,256,6,2
3024,32,9,2
3095,356,32,1
2759,41,16,2
2961,297,18,2
3226,40,4,1
3317,59,11,1
3021,118,4,1
3357,0,2,1
3370,53,11,1
2781,351,9,2
3345,276,19,1
3331,119,11,2
2920,29,12,2
3115,321,12,1
3177,25,9,1
3014,285,19,2
3307,329,30,1
2960,285,16,2
2978,277,14,2
3371,306,28,1
3264,133,10,2
3016,160,6,2
